Customer_ID,Account_Type,Age,Gender,Region,Income,Balance,Credit_Score,Loan_Amount,Loan_Status,Transactions_Last_Month,Online_Banking,Mobile_App_Usage,Card_Holder,Cards_Count,Overdraft,Investment_Account,Insurance_Policies,Branch_Visits_Last_Year,Complaints_Last_Year,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
CUST_02678,Checking,22,Male,West,15987.44,1150.92,770,4100.81,Approved,33,1,1,0,0,1,1,2,3,1,12.77,18.89,92.49,29.3,147.66,111.6,263.09,145.6,110.59,159.88,146.15,182.37,102.62,75.8,93.87,157.97,146.39,35.08,87.11,68.97
CUST_02684,Savings,52,Other,West,31847.09,8076.32,773,11054.63,Pending,25,0,0,0,1,1,0,2,3,0,97.94,106.23,57.07,155.14,216.07,38.35,35.11,107.51,187.73,36.49,170.49,80.81,64.37,138.91,94.48,60.69,170.73,228.65,142.76,104.8
CUST_02702,Business,44,Other,West,42539.89,31441.29,765,4515.3,Pending,39,0,1,0,0,1,0,2,18,2,117.77,171.69,72.92,-11.08,58.91,37.8,93.63,37.84,112.72,148.07,114.12,155.86,51.33,54.23,42.07,169.69,151.8,83.72,134.69,131.5
CUST_02703,Loan,50,Male,South,30570.0,16152.96,810,21645.5,Rejected,44,1,0,1,3,1,1,3,7,0,68.66,112.64,116.09,113.31,90.8,78.55,54.74,122.25,147.0,53.33,159.66,84.35,148.42,75.17,166.57,114.9,62.46,112.76,108.0,71.99
CUST_02704,Savings,63,Male,South,41850.6,24776.66,794,23154.19,Approved,1,1,0,0,4,1,1,0,12,0,124.66,178.23,75.02,96.84,81.37,55.01,134.96,30.61,154.7,54.41,188.87,140.19,43.26,64.86,7.92,182.31,177.26,85.84,187.29,100.15
CUST_02718,Business,66,Male,West,51292.22,32785.26,774,33128.46,Approved,24,0,0,0,3,1,0,2,9,2,111.26,109.26,119.56,155.43,45.29,42.74,95.41,100.59,144.74,118.57,63.32,115.49,185.83,89.74,101.67,58.34,52.47,188.25,84.55,77.04
CUST_02721,Checking,46,Male,East,40021.45,46375.08,804,3433.58,Rejected,28,1,1,1,0,1,0,3,12,0,10.79,109.16,117.7,69.46,16.48,81.47,85.07,181.29,213.45,220.0,111.78,111.47,133.17,16.13,166.5,122.98,127.49,41.64,77.46,91.53
CUST_02723,Loan,37,Male,West,53906.13,27086.52,793,27640.22,Approved,22,0,1,1,4,1,0,1,1,1,42.92,113.3,-3.1,125.87,74.34,121.53,92.69,29.25,23.62,70.31,123.79,123.7,60.64,165.3,165.52,64.6,9.57,51.6,122.86,187.57
CUST_02725,Savings,34,Other,North,37177.67,40086.1,803,11545.06,Pending,43,0,1,0,0,1,1,2,4,0,144.36,126.23,85.17,59.04,104.85,98.8,89.95,111.78,103.62,110.64,103.69,130.55,204.13,94.68,55.69,100.07,62.72,80.63,106.65,152.54
CUST_02728,Savings,73,Male,West,73219.04,11955.15,813,18439.69,Rejected,46,0,1,0,2,0,1,4,5,2,22.63,116.32,142.3,165.79,115.43,148.74,105.06,157.33,133.84,196.44,45.31,76.42,52.77,91.02,133.95,31.38,99.62,80.3,51.73,148.58
CUST_02729,Business,73,Male,South,52984.95,635.84,840,18521.68,Pending,13,0,0,0,3,0,0,4,19,0,35.04,86.62,91.89,149.56,-11.7,110.44,155.64,122.11,118.61,40.46,147.49,118.56,76.5,130.22,63.21,54.15,83.85,10.95,86.16,116.59
CUST_02734,Loan,46,Male,South,60455.86,46968.93,779,15018.91,Approved,37,0,0,0,1,1,1,2,8,2,101.23,85.5,104.1,79.33,229.4,102.73,66.78,124.36,97.88,78.63,128.36,51.3,48.22,23.89,144.28,119.98,114.76,127.52,107.44,156.07
CUST_02749,Checking,29,Female,East,59387.8,51835.39,778,20653.4,Pending,49,1,1,1,4,0,1,0,4,1,127.47,44.07,80.01,100.94,76.44,89.7,187.75,62.67,128.88,70.69,84.14,97.19,148.71,150.09,41.2,21.46,115.42,112.18,41.48,81.02
CUST_02756,Business,23,Other,North,52384.25,47495.65,842,30088.74,Rejected,45,1,0,1,0,1,0,2,15,2,150.33,162.34,52.96,58.36,57.28,177.46,131.28,73.1,4.25,195.25,87.23,205.49,148.71,47.26,92.05,47.03,238.93,160.04,32.32,107.95
CUST_02759,Checking,60,Male,West,47979.07,40347.43,778,-6731.19,Pending,13,1,0,1,2,1,0,1,2,0,-0.72,78.53,247.72,55.44,134.79,121.53,106.58,1.17,74.1,122.05,108.11,79.61,27.95,69.16,166.53,125.79,58.8,53.8,82.64,72.38
CUST_02766,Loan,74,Other,East,68727.08,19781.62,836,17073.5,Pending,31,0,1,1,0,1,0,0,10,2,193.49,153.93,190.82,30.65,110.62,37.85,74.51,106.12,50.1,56.43,60.0,84.49,85.03,139.71,116.44,132.53,76.96,79.53,190.14,127.92
CUST_02782,Checking,74,Female,East,41419.49,35734.14,822,21388.43,Rejected,37,0,0,0,2,0,1,2,0,1,65.2,6.57,50.79,159.56,76.35,65.78,75.44,78.25,123.29,90.69,91.69,121.4,61.56,6.04,87.23,87.58,89.05,141.22,177.71,83.79
CUST_02805,Savings,54,Other,East,67115.88,22457.35,753,27179.96,Pending,48,1,0,0,1,0,1,1,3,1,162.43,68.42,69.29,168.16,159.87,178.71,246.91,184.41,89.51,108.66,140.95,31.12,231.31,130.38,75.33,137.58,105.34,90.22,109.89,71.41
CUST_02809,Savings,71,Other,South,32700.38,13655.53,800,13940.19,Approved,11,0,0,1,4,1,1,0,17,1,20.38,163.19,44.76,85.48,66.54,106.06,133.63,109.37,19.44,15.47,127.88,106.42,64.32,47.32,154.14,46.79,136.81,71.12,89.94,154.11
CUST_02810,Loan,57,Other,South,53631.56,31857.13,812,6154.89,Rejected,48,1,0,0,2,1,1,1,15,2,161.76,92.76,159.01,54.2,71.05,59.1,76.22,63.46,128.6,133.98,97.38,86.95,123.69,38.03,125.66,195.47,63.31,-4.81,123.78,89.63
CUST_02811,Savings,50,Female,West,61523.9,24213.16,751,-4650.41,Rejected,12,1,0,0,2,1,0,1,14,1,52.42,35.12,66.94,93.05,42.11,73.72,185.77,118.11,57.11,185.08,202.21,156.05,209.38,87.35,136.54,136.54,46.88,111.0,161.93,147.09
CUST_02812,Savings,48,Other,North,51839.23,28240.4,821,5955.83,Rejected,20,0,0,1,0,1,1,1,14,0,131.68,68.28,137.44,155.42,108.33,21.48,61.56,110.42,51.36,60.12,100.68,86.11,81.59,61.19,85.85,154.74,118.83,62.56,118.3,139.08
CUST_02821,Loan,71,Other,North,31978.27,-9967.12,761,11522.65,Approved,15,1,1,0,1,0,0,1,2,1,150.31,84.03,146.05,76.56,48.71,151.87,114.68,150.52,37.77,106.95,102.76,133.05,83.58,45.77,168.72,176.8,50.31,96.97,116.48,177.52
CUST_02827,Checking,71,Female,West,82979.22,22825.19,779,20413.07,Rejected,7,1,0,1,2,1,0,2,10,2,108.34,50.24,41.79,0.84,91.36,87.05,82.99,52.9,106.25,84.08,57.51,109.38,-8.77,62.93,113.21,164.86,87.43,72.95,138.6,177.89
CUST_02828,Savings,42,Male,North,54166.67,12873.21,768,18430.98,Pending,45,0,1,1,3,0,1,4,16,2,-6.51,88.61,85.95,94.76,58.56,136.93,174.33,78.1,69.38,106.13,65.01,65.36,97.66,93.12,139.9,114.57,145.31,65.85,145.97,-6.97
CUST_02843,Savings,37,Other,North,33749.62,11163.17,836,13461.57,Approved,24,1,0,1,4,0,0,3,1,0,78.54,85.75,91.84,110.3,90.87,139.97,74.49,92.2,68.72,108.26,54.02,125.49,8.19,35.72,84.56,41.68,163.71,14.12,99.19,74.58
CUST_02845,Checking,62,Female,West,35347.08,9935.84,784,-2034.59,Pending,44,0,0,0,3,1,1,4,0,0,47.08,130.68,30.05,107.91,149.86,33.25,89.78,70.97,90.12,119.32,184.02,78.54,72.73,91.22,165.76,35.65,-14.05,111.46,87.54,73.93
CUST_02848,Loan,76,Male,South,56080.92,4010.67,818,6501.53,Approved,42,0,0,0,2,1,0,4,7,0,63.44,51.44,160.64,115.89,40.45,175.82,99.1,139.79,61.66,81.99,90.32,198.07,114.7,128.58,88.15,161.61,55.98,97.58,120.5,73.17
CUST_02851,Loan,66,Other,North,53653.93,8878.5,786,19643.0,Pending,33,1,0,1,0,1,1,1,18,0,12.1,-8.45,108.79,52.52,63.42,139.27,98.23,58.6,-3.87,74.65,73.12,54.99,80.66,95.58,118.07,94.08,50.46,88.32,7.2,109.07
CUST_02855,Checking,27,Male,North,65085.79,1361.1,786,1327.07,Approved,14,1,0,0,3,1,1,1,2,0,114.51,24.73,38.24,34.5,135.51,130.78,150.06,150.86,139.7,169.18,55.7,107.28,80.64,189.67,105.43,111.03,111.14,69.77,162.18,134.77
CUST_02856,Savings,28,Female,West,51947.98,26013.66,799,-2129.09,Approved,4,0,1,1,3,1,0,2,7,2,52.03,41.25,52.06,244.51,97.65,110.83,39.64,14.52,191.62,204.59,73.61,151.63,67.96,77.04,125.83,102.02,122.99,52.91,39.01,25.74
CUST_02858,Savings,23,Other,North,67858.46,4599.09,792,12497.8,Approved,7,0,1,0,3,0,1,0,5,1,31.63,159.8,71.95,86.02,123.74,90.39,120.98,97.12,92.09,-0.89,109.4,51.88,39.22,82.54,71.06,95.41,155.9,110.01,77.97,146.84
CUST_02862,Loan,64,Male,West,32168.23,24612.48,814,32147.38,Approved,17,1,1,0,1,0,0,3,14,1,45.68,171.73,67.97,43.6,81.29,145.31,123.72,139.17,75.92,60.58,174.22,119.58,29.98,97.39,77.39,30.41,46.92,201.25,107.15,150.77
CUST_02866,Business,34,Other,North,62435.65,21453.33,788,10651.1,Approved,4,1,1,1,0,0,0,1,1,0,7.16,98.95,117.48,94.4,174.05,106.0,93.31,212.14,100.12,75.08,105.18,108.02,72.04,43.79,75.87,59.07,55.0,167.73,137.57,95.62
CUST_02871,Loan,38,Male,South,63411.57,36817.85,797,450.67,Rejected,43,0,0,1,2,0,1,3,14,0,82.05,114.55,116.56,171.31,157.51,141.05,-53.05,169.27,85.23,104.19,11.71,81.35,130.52,115.38,146.33,127.58,118.4,139.29,92.1,157.83
CUST_02876,Checking,70,Male,East,56357.39,28820.76,835,18317.0,Rejected,39,0,1,1,0,1,0,2,10,2,122.44,115.88,41.32,60.88,101.49,115.88,49.0,108.03,40.74,-8.81,-7.24,139.63,71.78,76.9,69.62,117.32,118.34,84.82,6.71,27.33
CUST_02878,Loan,36,Female,East,37097.31,38019.21,790,6737.21,Pending,27,1,0,1,4,1,1,0,6,0,165.37,48.48,160.08,71.51,141.95,152.7,83.68,132.07,65.89,178.53,72.48,41.94,89.63,141.0,88.33,97.65,86.46,103.64,-7.17,109.91
CUST_02882,Savings,25,Male,South,61056.12,-8543.35,781,-5291.71,Pending,13,0,0,1,4,1,0,3,0,0,62.9,56.45,152.02,98.78,11.81,80.91,70.45,55.26,174.96,149.72,140.44,132.89,72.31,122.49,87.54,78.05,106.02,103.76,113.34,130.65
CUST_02891,Checking,29,Male,South,21564.7,21438.73,813,10591.53,Pending,36,1,0,1,2,0,0,3,12,1,122.43,91.28,91.88,66.78,156.66,112.52,95.84,60.51,88.13,115.74,194.75,3.74,33.87,76.37,45.15,158.4,108.6,65.06,113.04,56.45
CUST_02899,Checking,53,Female,West,42560.8,38160.58,830,4068.93,Rejected,4,0,0,1,0,0,0,1,6,0,12.1,107.96,107.1,57.02,188.32,55.75,40.49,19.81,110.65,97.2,41.53,0.9,89.1,61.68,110.69,25.3,74.47,33.55,196.66,85.36
CUST_02912,Savings,50,Male,South,23557.44,47358.12,794,13538.18,Pending,5,0,0,0,2,0,1,2,7,2,69.69,59.02,51.59,121.87,96.45,130.76,88.02,165.43,71.06,103.0,108.06,62.64,114.37,189.93,148.8,51.75,42.33,93.22,169.31,124.71
CUST_02914,Loan,75,Other,East,73049.78,19775.67,839,20017.44,Pending,0,0,0,0,2,0,0,4,6,1,106.8,45.36,159.47,122.86,54.88,74.9,98.97,115.81,132.83,103.6,114.6,77.86,52.62,97.28,105.12,156.33,-10.96,48.77,42.67,146.04
CUST_02915,Savings,41,Male,West,65160.64,2298.51,787,9348.45,Rejected,6,0,1,0,1,1,1,0,1,1,155.53,88.31,127.36,190.8,121.13,119.92,230.04,150.09,144.11,92.33,137.1,115.46,110.19,64.09,70.85,56.23,29.43,122.67,165.58,73.79
CUST_02917,Business,26,Female,West,36681.97,-1928.95,774,15333.73,Pending,23,0,0,1,2,1,1,2,6,1,119.04,106.15,39.95,78.01,129.33,97.17,171.31,161.4,42.78,140.69,-30.07,112.33,188.41,66.87,120.92,48.4,151.48,131.39,177.16,103.13
CUST_02919,Loan,52,Female,South,68287.9,17578.77,792,20093.03,Pending,15,0,1,1,1,1,0,2,3,0,30.49,94.03,42.65,114.67,47.19,101.95,41.51,153.84,134.05,111.06,230.83,34.93,158.95,209.52,63.9,56.32,22.81,37.18,145.6,104.21
CUST_02925,Checking,40,Male,East,14661.56,29376.29,778,14053.69,Pending,10,1,0,0,4,1,0,4,15,2,53.1,-13.81,80.02,29.45,176.25,102.34,51.23,42.05,66.35,51.5,120.09,24.43,66.34,48.48,118.11,39.12,117.21,96.76,125.32,100.21
CUST_02936,Savings,28,Male,North,8490.99,36205.1,819,24071.49,Rejected,37,1,0,0,3,1,1,0,1,1,103.34,165.2,43.09,119.85,115.23,79.82,78.33,84.48,68.91,62.97,209.29,-4.1,53.1,17.91,99.45,136.41,93.49,81.85,155.62,40.03
CUST_02940,Savings,30,Other,South,34159.1,16783.84,830,18451.87,Approved,4,0,0,1,2,0,0,1,8,2,119.78,-7.58,87.83,151.75,112.51,129.97,111.61,127.96,74.56,16.91,114.91,70.48,42.09,141.77,42.34,-4.39,59.32,89.0,175.19,28.01
CUST_02941,Savings,48,Female,South,21462.39,15551.49,841,-4536.51,Pending,40,1,1,1,0,0,0,3,4,1,105.7,58.25,149.65,73.44,195.84,160.53,112.19,120.17,107.41,96.83,102.22,85.05,142.16,-12.78,111.69,206.38,98.67,135.36,58.87,29.43
CUST_02942,Business,19,Female,East,61661.62,15736.92,761,5815.85,Pending,48,1,1,1,4,1,1,3,2,1,133.04,169.19,123.44,55.34,70.84,89.28,101.93,198.8,39.66,102.93,86.11,16.7,153.03,52.52,146.53,131.37,99.93,71.83,50.62,92.77
CUST_02946,Checking,28,Other,North,94794.44,14.66,845,9776.42,Rejected,22,0,1,0,2,0,0,4,14,1,73.77,131.81,66.73,103.66,105.04,65.45,201.68,201.67,133.89,65.0,93.35,144.02,179.82,82.5,31.22,99.5,48.36,155.3,-11.3,121.79
CUST_02954,Checking,33,Other,East,6507.71,9880.77,842,10393.04,Pending,39,1,0,1,0,1,1,2,13,1,193.44,186.69,105.64,60.25,94.44,127.07,-8.86,159.41,148.69,68.23,108.52,136.22,112.53,67.55,98.61,94.34,95.82,66.25,63.18,66.27
CUST_02956,Savings,30,Other,North,24935.67,1575.37,761,29474.91,Approved,14,1,1,0,2,1,1,3,2,2,126.1,88.41,153.62,201.55,98.82,149.04,70.48,78.66,133.9,71.25,151.87,103.92,43.44,93.64,119.68,143.66,45.42,-33.16,59.51,103.95
CUST_02958,Business,34,Other,East,66011.94,19992.62,835,9809.32,Approved,5,1,1,1,1,1,0,4,18,2,98.37,21.04,101.53,47.39,98.44,128.78,173.39,115.33,123.02,142.08,118.49,102.23,138.77,79.47,97.55,198.38,52.51,121.61,170.41,81.62
CUST_02977,Loan,74,Male,North,43216.45,21947.94,760,23621.52,Pending,30,1,1,1,1,0,0,3,15,1,114.71,118.33,165.26,81.08,119.42,110.59,134.12,140.15,8.07,48.94,119.13,102.12,149.91,51.37,139.16,101.31,83.8,157.85,157.44,14.7
CUST_02994,Checking,45,Male,North,68981.65,33183.88,823,4911.03,Approved,2,0,0,1,4,1,1,2,15,2,88.69,31.33,121.65,118.55,95.53,72.58,54.21,85.81,21.85,146.57,64.23,91.8,179.08,143.45,118.81,96.83,9.53,79.62,10.41,105.28
CUST_02998,Savings,42,Other,South,10501.55,17009.43,793,25277.9,Rejected,29,1,0,1,0,0,1,0,19,1,-32.42,88.65,41.01,104.98,126.56,103.88,46.39,67.57,110.35,128.76,41.78,55.88,158.79,16.35,134.82,140.77,55.24,243.12,65.3,118.65
CUST_03005,Savings,45,Other,South,58184.99,44190.52,798,12422.87,Pending,35,0,1,1,4,1,1,4,6,1,24.46,33.87,122.19,63.17,130.11,67.13,49.8,117.88,3.17,117.74,49.26,78.74,28.95,23.38,83.96,29.58,69.0,51.0,78.95,76.41
CUST_03020,Business,34,Female,West,58824.32,25310.58,780,22288.95,Approved,7,0,1,1,4,0,1,0,15,2,206.45,123.5,88.1,199.25,57.55,84.31,145.18,79.83,54.8,133.46,85.82,102.55,42.71,116.0,178.4,96.94,129.76,113.41,240.06,125.2
CUST_03023,Checking,46,Female,North,65809.67,30163.25,782,17616.48,Pending,2,0,0,0,1,1,0,3,9,2,169.01,157.06,90.38,27.78,105.31,114.24,71.22,205.19,87.25,185.31,90.11,150.37,52.91,41.55,140.32,126.5,148.3,131.24,54.44,150.77
CUST_03028,Savings,34,Other,West,26240.67,19566.73,780,-506.34,Approved,8,1,0,1,3,0,0,1,15,2,91.4,142.65,101.03,145.23,128.96,128.67,103.47,138.89,75.29,78.58,26.95,199.12,88.02,175.32,98.95,65.76,59.23,103.14,51.46,52.07
CUST_03032,Loan,19,Other,North,32328.46,-4730.13,815,25020.56,Approved,25,0,1,1,4,0,0,4,3,1,51.27,79.81,119.54,128.14,109.79,100.52,58.15,200.5,97.2,36.04,93.55,17.36,17.06,125.26,110.46,106.36,84.55,60.41,94.65,22.93
CUST_03034,Savings,39,Other,East,4212.9,2867.9,812,13712.41,Rejected,19,1,0,0,2,1,0,2,14,0,110.19,134.27,101.46,95.56,110.99,93.09,69.9,146.63,95.66,160.76,77.95,112.0,64.22,73.5,37.44,121.36,221.26,151.01,104.21,63.3
CUST_03036,Business,21,Other,South,51542.27,24926.21,825,24912.88,Pending,2,1,0,0,0,1,0,4,17,0,120.1,45.99,88.54,156.91,120.63,94.5,109.35,72.24,97.23,71.04,159.14,122.49,152.22,174.61,109.84,-47.57,20.12,104.65,106.6,146.65
CUST_03038,Loan,23,Other,West,78453.42,15106.19,785,6689.94,Rejected,24,1,1,0,2,1,0,4,1,0,10.94,117.68,27.31,74.03,158.39,131.86,114.95,151.64,25.26,171.22,182.57,26.92,84.47,129.98,153.78,242.86,84.56,53.43,141.34,106.2
CUST_03039,Business,69,Male,South,63687.87,41693.03,754,23542.1,Pending,14,0,0,1,4,1,1,2,13,2,172.92,91.81,95.67,23.74,110.55,50.36,99.93,13.07,103.1,84.82,92.34,73.73,91.5,91.05,72.53,103.46,1.91,63.33,99.59,92.92
CUST_03041,Business,30,Male,West,49414.35,13230.06,786,-2864.95,Approved,31,1,0,1,2,1,0,4,19,0,133.71,164.84,60.88,39.85,90.48,-3.14,140.51,153.94,106.32,70.92,108.09,127.02,-9.65,118.77,164.95,74.74,77.73,73.03,81.44,99.5
CUST_03045,Checking,42,Male,West,43381.56,13803.4,808,14192.12,Approved,22,1,0,1,2,0,0,3,17,2,36.48,61.89,129.0,61.11,147.32,150.93,107.28,117.12,11.81,116.19,174.84,21.54,181.01,96.4,82.0,161.17,162.17,75.72,117.96,26.39
CUST_03063,Loan,45,Male,North,70480.17,3791.82,760,19330.86,Rejected,40,1,0,0,1,1,0,1,17,0,116.84,117.33,68.36,64.35,52.58,69.51,163.78,94.04,187.27,56.03,88.98,75.55,107.95,69.71,78.25,72.78,157.9,182.01,141.83,111.79
CUST_03066,Checking,20,Male,West,45366.95,35753.29,754,23463.94,Pending,9,0,0,1,4,1,1,3,5,2,112.94,57.27,151.51,50.38,91.66,159.26,153.6,53.97,51.63,129.11,60.81,73.55,66.14,117.04,114.63,72.15,131.73,17.56,58.04,123.59
CUST_03072,Checking,39,Female,East,52198.53,9696.89,822,16419.12,Pending,46,1,1,1,3,0,1,0,4,1,111.36,128.56,54.55,168.87,44.7,85.88,101.75,103.72,41.78,25.57,63.28,61.44,81.54,161.66,80.51,73.74,102.41,122.73,120.55,120.28
CUST_03081,Business,50,Other,South,81961.46,33843.99,833,28067.9,Pending,3,0,0,1,2,1,1,2,0,0,64.11,-9.03,104.69,197.36,26.87,112.9,135.92,39.03,140.77,29.44,140.16,75.62,154.61,89.95,156.86,116.18,141.82,77.6,51.45,74.39
CUST_03083,Loan,43,Male,North,30109.83,15431.66,751,17593.75,Pending,26,0,0,1,0,0,0,1,5,2,99.7,106.11,37.91,105.67,67.29,95.58,113.02,121.5,95.73,112.19,124.18,129.43,84.73,48.16,121.28,56.3,8.52,49.56,151.19,107.83
CUST_03091,Loan,68,Female,South,11734.42,27845.84,840,5554.49,Rejected,46,1,1,0,0,0,0,2,5,1,130.66,58.11,133.64,71.22,133.0,164.56,151.22,41.48,43.7,135.87,39.86,62.19,192.48,128.96,122.63,79.23,58.4,169.3,156.05,28.39
CUST_03095,Savings,65,Male,West,71414.45,-1216.12,822,-648.51,Pending,21,0,1,0,2,0,1,3,12,0,120.24,139.26,20.57,139.92,93.08,104.79,44.36,80.62,-21.34,120.23,266.15,65.22,154.15,82.85,107.84,74.44,73.14,123.57,116.84,133.88
CUST_03103,Business,57,Male,North,41847.38,-795.65,800,26700.33,Approved,19,1,1,1,3,1,1,3,19,0,100.46,136.39,-0.18,19.19,83.48,21.71,105.19,88.69,54.5,91.31,118.74,40.32,87.4,65.63,85.29,118.78,147.01,84.83,81.83,70.49
CUST_03112,Business,51,Male,West,21794.96,-10278.49,818,12716.32,Approved,42,1,0,0,0,1,0,4,5,1,86.32,181.65,84.11,131.04,55.83,105.71,53.35,146.1,56.65,101.75,151.94,120.43,158.01,79.37,120.36,72.68,101.44,75.82,91.54,82.68
CUST_03114,Loan,27,Other,North,35543.81,34254.36,833,26425.6,Rejected,7,1,1,0,0,0,1,4,16,2,124.05,75.13,106.69,74.41,163.43,104.77,105.61,74.54,15.89,106.99,108.91,174.33,26.0,144.91,47.29,82.22,83.69,136.78,256.16,90.3
CUST_03123,Checking,40,Male,East,50055.77,18384.68,774,2138.73,Pending,1,1,0,1,3,0,0,4,12,1,121.76,36.3,109.54,128.75,45.24,56.43,115.04,98.45,38.7,80.61,93.98,112.86,25.86,136.67,26.56,122.8,63.46,76.19,98.34,209.57
CUST_03124,Business,44,Other,West,47217.61,33532.09,826,14342.08,Rejected,14,0,0,1,0,0,1,0,13,1,148.71,108.28,42.12,110.19,174.02,24.13,168.58,100.22,32.62,87.4,92.02,87.29,22.33,-27.88,39.77,83.04,21.81,96.08,112.18,105.21
CUST_03126,Loan,74,Female,West,41487.81,-37.13,834,16027.68,Approved,10,1,1,0,3,0,1,3,3,2,149.73,138.93,133.17,49.69,-25.98,96.59,131.66,25.96,52.03,62.79,184.5,94.01,74.41,66.37,64.85,186.15,120.06,86.72,17.75,30.19
CUST_03135,Checking,41,Female,West,66045.45,19079.58,787,988.22,Approved,41,1,0,1,4,0,1,3,6,2,7.54,209.97,99.77,26.36,102.46,127.04,111.52,162.92,98.56,131.28,79.8,87.12,60.43,68.6,-2.93,98.08,80.95,131.39,235.73,84.24
CUST_03141,Checking,68,Male,East,52120.99,18534.0,751,19689.33,Approved,11,1,1,1,0,1,0,4,16,0,97.6,85.59,216.7,162.49,108.05,72.72,85.62,72.49,172.25,108.25,112.58,145.66,149.25,140.56,83.15,162.3,142.73,154.3,166.0,91.27
CUST_03154,Savings,75,Other,South,36853.29,19306.77,812,12987.62,Pending,4,0,1,1,0,0,1,0,6,2,78.2,91.26,114.08,103.83,162.6,67.99,173.42,105.18,125.83,96.0,112.13,82.09,114.52,29.76,116.15,150.25,133.69,41.63,166.77,84.71
CUST_03159,Loan,59,Female,East,46912.26,22774.62,829,6284.92,Pending,10,0,1,0,0,0,1,3,11,2,104.63,181.76,81.31,39.58,184.24,83.8,72.59,108.59,54.23,60.67,154.6,158.63,40.73,116.68,80.97,-10.82,21.1,85.07,95.79,57.76
CUST_03162,Savings,24,Female,East,60531.18,22942.6,798,13853.98,Pending,26,0,1,1,1,1,0,1,3,2,78.89,192.9,31.43,110.1,111.59,204.84,121.87,188.54,156.32,143.28,137.83,111.13,141.15,74.29,140.45,104.82,136.32,62.15,53.91,154.61
CUST_03165,Savings,69,Male,North,36492.98,25526.47,773,-11784.08,Approved,2,0,0,0,4,0,1,0,13,1,104.07,142.41,108.25,143.52,132.18,58.92,38.66,113.36,120.93,112.36,136.92,67.92,121.34,82.61,148.44,182.54,31.6,86.43,-17.19,-13.7
CUST_03174,Checking,26,Male,East,13915.17,20884.33,752,-1148.98,Rejected,33,1,1,0,1,1,1,3,8,2,94.53,158.44,193.06,106.25,202.99,192.26,42.81,41.65,95.54,143.6,72.65,150.29,-24.31,63.34,14.66,133.52,172.17,69.5,32.29,67.27
CUST_03177,Checking,78,Other,East,17666.27,7630.3,784,22640.34,Pending,25,1,1,0,1,0,0,1,0,2,126.36,98.26,139.23,142.59,115.04,128.25,86.15,94.09,113.13,99.05,85.36,40.14,66.33,157.45,110.23,206.71,70.0,119.44,138.3,76.07
CUST_03179,Business,27,Male,West,18376.1,27099.49,813,3025.21,Approved,39,0,0,0,4,1,1,3,0,2,99.18,124.71,54.84,111.37,149.47,120.73,14.73,34.15,183.96,52.65,172.14,107.72,167.22,56.84,121.69,129.81,101.42,186.71,123.67,148.66
CUST_03181,Savings,19,Female,South,66379.75,7981.55,796,37049.99,Rejected,10,1,1,0,4,1,0,4,4,2,108.34,172.27,71.51,96.56,91.08,86.26,102.62,99.54,185.04,128.59,112.42,142.42,-23.33,-0.51,92.19,123.29,47.59,92.58,96.7,98.05
CUST_03182,Business,55,Female,South,39955.56,-8239.46,758,16161.36,Rejected,10,0,1,0,0,0,1,0,0,1,87.81,109.65,112.14,85.83,92.69,52.97,134.03,83.78,72.71,53.91,131.67,103.85,58.91,12.4,174.39,48.66,100.43,161.31,155.51,125.54
CUST_03184,Loan,20,Male,South,48183.47,31558.94,822,3981.61,Pending,39,0,0,1,3,1,1,2,14,2,141.71,80.52,157.9,127.79,141.17,165.3,124.46,4.89,162.01,80.63,55.65,102.81,71.96,78.19,159.5,114.41,7.26,154.61,93.7,50.86
CUST_03189,Checking,73,Female,North,50431.1,33881.27,804,14345.92,Pending,25,0,1,1,0,0,0,1,15,2,83.08,46.13,103.21,119.45,176.19,154.65,93.0,115.72,158.77,121.75,96.29,115.4,69.93,93.79,39.7,88.55,74.73,196.05,61.06,89.36
CUST_03191,Checking,32,Male,East,45518.7,37252.44,816,2816.38,Approved,39,1,1,1,1,0,1,3,8,1,141.02,125.84,82.28,123.15,164.4,66.8,75.63,69.78,109.36,86.92,115.76,57.98,227.44,176.78,79.21,229.38,36.11,123.44,128.12,93.28
CUST_03192,Loan,62,Other,East,15806.87,18952.83,794,16112.26,Pending,44,0,0,1,1,1,1,2,19,1,126.98,154.96,129.68,115.96,81.27,86.58,64.33,38.6,181.05,111.85,102.5,50.88,164.42,150.23,110.42,107.25,192.36,-21.38,78.71,143.03
CUST_03199,Savings,67,Other,East,28501.04,24007.89,779,13305.44,Pending,44,1,1,0,0,1,0,1,4,1,81.3,91.03,-31.8,73.83,83.21,91.66,157.01,90.1,110.47,153.67,147.75,127.35,110.26,18.58,103.83,94.57,94.44,123.33,44.92,155.2
CUST_03205,Business,69,Female,South,67410.26,55713.16,840,22156.99,Approved,34,0,1,0,3,0,1,1,3,1,24.53,-58.5,76.78,54.56,90.09,138.86,88.9,108.68,159.2,96.85,98.77,126.64,201.07,63.44,97.6,139.75,4.7,145.79,79.82,26.58
